2025-07-31 17:11:49,942 - INFO - Loaded 42 trading signals
2025-07-31 17:11:49,946 - INFO - Loaded 2905 price records
2025-07-31 17:11:49,946 - INFO - Starting trading simulation with $10,000.00
2025-07-31 17:11:49,946 - INFO - Processing 42 signals...
2025-07-31 17:11:49,950 - INFO - Simulation period: 2025-05-01 to 2025-07-28
2025-07-31 17:11:49,952 - INFO - Opened LONG position on 2025-05-01: $343.07 at $96489.90, target: $98220.56, stop: $91618.67
2025-07-31 17:11:49,953 - INFO - Opened LONG position on 2025-05-02: $211.72 at $96887.13, target: $96236.68, stop: $90822.73
2025-07-31 17:11:49,953 - INFO - Closed LONG position: P&L: $-1.63 (-0.77%), Exit reason: TP, Days held: 1
2025-07-31 17:11:49,953 - INFO - Opened LONG position on 2025-05-03: $249.61 at $95856.42, target: $98984.41, stop: $92963.02
2025-07-31 17:11:49,954 - INFO - Opened LONG position on 2025-05-04: $307.08 at $94277.61, target: $100050.37, stop: $93328.30
2025-07-31 17:11:49,954 - INFO - Opened LONG position on 2025-05-05: $276.50 at $94733.68, target: $98769.44, stop: $92291.18
2025-07-31 17:11:49,955 - INFO - Opened LONG position on 2025-05-06: $277.28 at $96834.02, target: $97240.74, stop: $90597.24
2025-07-31 17:11:49,955 - INFO - Opened LONG position on 2025-05-07: $297.21 at $97030.50, target: $98028.72, stop: $92279.79
2025-07-31 17:11:49,955 - INFO - Closed LONG position: P&L: $0.89 (0.32%), Exit reason: TP, Days held: 2
2025-07-31 17:11:49,956 - INFO - Opened LONG position on 2025-05-08: $221.36 at $103261.61, target: $99348.17, stop: $94331.84
2025-07-31 17:11:49,956 - INFO - Closed LONG position: P&L: $5.80 (1.69%), Exit reason: TP, Days held: 8
2025-07-31 17:11:49,956 - INFO - Closed LONG position: P&L: $7.88 (3.16%), Exit reason: TP, Days held: 6
2025-07-31 17:11:49,956 - INFO - Closed LONG position: P&L: $18.46 (6.01%), Exit reason: TP, Days held: 5
2025-07-31 17:11:49,956 - INFO - Closed LONG position: P&L: $11.48 (4.15%), Exit reason: TP, Days held: 4
2025-07-31 17:11:49,956 - INFO - Closed LONG position: P&L: $2.75 (0.93%), Exit reason: TP, Days held: 2
2025-07-31 17:11:49,956 - INFO - Closed LONG position: P&L: $-8.59 (-3.88%), Exit reason: TP, Days held: 1
2025-07-31 17:11:49,956 - INFO - Opened LONG position on 2025-05-09: $248.68 at $102971.99, target: $98949.66, stop: $94149.79
2025-07-31 17:11:49,956 - INFO - Closed LONG position: P&L: $-9.94 (-4.00%), Exit reason: TP, Days held: 1
2025-07-31 17:11:49,957 - INFO - Opened LONG position on 2025-05-10: $317.26 at $104809.53, target: $106528.81, stop: $99855.45
2025-07-31 17:11:49,957 - INFO - Opened LONG position on 2025-05-11: $206.33 at $104118.00, target: $105160.08, stop: $100966.90
2025-07-31 17:11:49,958 - INFO - Opened LONG position on 2025-05-12: $220.05 at $102791.32, target: $107236.34, stop: $102067.64
2025-07-31 17:11:49,958 - INFO - Closed LONG position: P&L: $1.85 (0.90%), Exit reason: TP, Days held: 2
2025-07-31 17:11:49,958 - INFO - Closed LONG position: P&L: $-1.77 (-0.80%), Exit reason: SL, Days held: 1
2025-07-31 17:11:49,958 - INFO - Opened LONG position on 2025-05-13: $287.75 at $104103.72, target: $107203.48, stop: $101786.30
2025-07-31 17:11:49,958 - INFO - Closed LONG position: P&L: $-6.68 (-2.32%), Exit reason: SL, Days held: 1
2025-07-31 17:11:49,958 - INFO - Opened LONG position on 2025-05-14: $211.04 at $103507.83, target: $105026.95, stop: $100360.16
2025-07-31 17:11:49,959 - INFO - Opened LONG position on 2025-05-16: $248.52 at $103463.90, target: $106217.78, stop: $101686.33
